time[s],angle[deg],amplitude[mV]
397.07147281,38.980103,0.163676
397.0715274,39.963043,0.481594
397.07183762,45.54892,0.44215
397.0722684,53.305634,0.336761
397.07248706,57.242859,0.108435
397.07800312,156.565979,-0.109567
397.07845886,164.772156,-0.203949
397.0785032,165.570557,-0.233976
397.0786098,167.48999,-0.15922
397.07862562,167.774841,-0.194764
397.07888509,172.446899,-0.156239
397.07894622,173.547607,-0.284514
397.0789888,174.314331,-0.467391
397.079054,175.488342,-1.037438
397.07924102,178.855835,-0.236626
397.0794823,183.200378,-0.163793
397.07954676,184.361084,-0.780552
397.07977572,188.483765,-0.348414
397.07984302,189.695557,-0.847209
397.08016222,195.443115,-0.109687
397.08019879,196.101624,-0.148571
397.08031949,198.274963,-0.325684
397.08039922,199.710632,-0.744955
397.08050536,201.621765,-0.319
397.08059251,203.19104,-0.368695
397.08076776,206.346619,-0.447975
397.08089325,208.606201,-0.106053
397.08119766,214.087463,-0.206498
397.08141395,217.981995,-0.147322
397.08183717,225.6026,-0.182868
397.0881003,338.377625,0.279478
397.08818079,339.826904,0.439095
397.088365,343.14386,0.855918
397.08848382,345.283325,0.628428
397.08859404,347.268005,0.302975
397.08865975,348.451172,0.407156
397.08874514,349.988708,0.411152
397.08890642,352.892761,0.920815
397.08898759,354.354309,1.350063
397.08916236,357.501221,0.988341
397.08925614,359.18988,1.342008
397.08939985,1.777527,0.16556
397.08940764,1.917786,0.275443
397.0894816,3.249512,0.386893
397.08953475,4.206543,0.725986
397.08954412,4.375305,0.964856
397.0896517,6.312378,1.971271
397.08979531,8.898254,0.404679
397.08984066,9.714844,1.241606
397.08999544,12.501831,0.114068
397.09002682,13.066895,0.437525
397.09008725,14.154968,0.443567
397.09013021,14.928528,0.496116
397.09025564,17.187012,0.368749
397.09044465,20.590393,0.592118
397.09048151,21.254089,0.67734
397.09056859,22.822083,1.126502
397.09069484,25.095337,0.426874
397.09072377,25.616272,0.850278
397.09095026,29.694519,0.385844
397.09101256,30.816284,0.869477
397.09119876,34.169006,0.106501
397.09122237,34.594177,0.324212
397.09139215,37.651245,0.384577
397.09149364,39.478699,0.278501
397.09162556,41.854065,0.281519
397.09180276,45.044739,0.47387
397.09194707,47.64325,0.472817
397.09205994,49.675598,0.162285
397.09221945,52.547729,0.342627
397.52107318,183.80574,-0.810647
397.52121292,186.321991,-0.15621
397.52134572,188.713272,-0.200718
397.52149532,191.407074,-0.538914
397.5215962,193.223587,-0.330494
397.52169611,195.022629,-0.371368
397.52183462,197.516739,-0.245445
397.52183951,197.604782,-1.083402
397.52200685,200.618027,-0.107645
397.52204551,201.314163,-0.109022
397.52206937,201.743805,-0.129295
397.52222596,204.563461,-0.321356
397.52235907,206.960327,-0.31762
397.52242836,208.208008,-0.432928
397.52259372,211.185593,-0.215582
397.52277948,214.530518,-1.118616
397.52374063,231.837631,-0.239555
397.52963751,338.020813,0.445634
397.52984697,341.79248,0.355922
397.52999895,344.529144,0.381137
397.53001198,344.763763,0.478529
397.53009606,346.277771,0.642407
397.53019797,348.112823,0.144789
397.53026742,349.363403,0.469555
397.53038515,351.483307,0.348123
397.53045082,352.665802,0.402239
397.53045542,352.748657,0.738193
397.53050261,353.598389,1.025354
397.53061041,355.53949,0.597306
397.53074532,357.968781,0.824987
397.53086293,0.086541,0.160864
397.53090292,0.806628,1.488861
397.53100377,2.622601,0.783147
397.53112315,4.772237,1.631973
397.53125197,7.091856,0.456218
397.53135722,8.987059,0.171535
397.53137961,9.390227,0.415024
397.53141267,9.985528,0.540106
397.53152036,11.924666,0.133432
397.53152395,11.98931,0.405932
397.53163918,14.064219,0.465391
397.53176771,16.378616,0.600897
397.53189765,18.718403,0.406682
397.53199956,20.553463,0.456291
397.53202366,20.987425,0.498068
397.53209073,22.195131,0.527387
397.53213577,23.006151,0.605729
397.53235472,26.948713,1.861798
397.53246968,29.018759,0.195723
397.53251093,29.761534,0.358391
397.53264638,32.200539,0.458573
397.53268591,32.912342,0.567735
397.53280815,35.113476,0.297729
397.53284443,35.766758,0.410698
397.53323515,42.802326,0.361785
397.53324546,42.987976,0.862541
397.53366617,50.56356,0.413008
397.53397602,56.142929,1.372419
397.53983568,161.655899,-0.580216
397.53998943,164.424423,-0.433131
397.54015506,167.40686,-0.143417
397.54023492,168.844879,-1.147959
397.54038147,171.483765,-0.525553
397.54049105,173.456924,-0.527846
397.54066747,176.633667,-0.623226
397.54074007,177.940948,-0.845336
397.54088512,180.552811,-0.174571
397.54088645,180.576767,-0.227935
397.5409133,181.060242,-0.277682
397.54094905,181.703979,-0.454876
397.54110167,184.452164,-0.320902
397.54121585,186.508163,-0.231436
397.54148716,191.393555,-0.115093
397.54153281,192.215561,-0.215393
397.5416034,193.486649,-0.314579
397.54173663,195.885681,-0.274333
397.5418892,198.63295,-0.965241
397.54202095,201.005341,-0.232981
397.54214501,203.239243,-0.461198
397.54243071,208.383743,-0.340065
397.54258901,211.234207,-0.281
397.54282511,215.48558,-0.102952
397.54287272,216.34288,-0.185595
397.54340365,225.903152,-1.041188
397.54385685,234.063782,-0.203564
397.54964082,338.213837,0.328654
397.54976635,340.474213,0.222182
397.54980652,341.19754,0.376927
397.5499177,343.199524,0.352883
397.54992796,343.384247,0.403895
397.55003273,345.270813,0.800581
397.55014276,347.252106,0.436599
397.55014992,347.381012,0.605393
397.55024545,349.101196,0.709615
397.55036951,351.335114,0.395149
397.55038522,351.617981,1.147359
397.55050787,353.826508,0.14828
397.55057391,355.015656,0.403788
397.55057773,355.084442,0.414162
397.55065213,356.424164,1.158504
397.55078892,358.887299,1.247359
397.55092198,1.283264,0.385075
397.55095835,1.938141,1.371549
397.55101818,3.015503,1.439676
397.55115596,5.49646,1.008052
397.5513252,8.543915,1.411273
397.55146043,10.978943,0.475591
397.55146917,11.136322,0.989169
397.55165882,14.5513,0.56134
397.55175821,16.340973,1.060924
397.55190345,18.956268,0.431393
397.55202278,21.10498,0.418924
397.55204595,21.522217,0.731195
397.5522401,25.018219,0.383205
397.55232145,26.483063,0.453559
397.55242938,28.426514,0.289983
397.55252266,30.106171,1.012421
397.55263313,32.095367,0.579609
397.55273362,33.904846,0.34181
397.55278473,34.825165,0.516707
397.55292045,37.269043,0.473919
397.55308677,40.263916,0.365025
397.55341596,46.191528,0.62057
397.553689,51.108063,0.569248
397.5599529,163.900085,-0.318768
397.56017807,167.95459,-0.157544
397.56028005,169.790955,-0.106352
397.56034191,170.904846,-0.276792
397.56041778,172.270996,-0.343598
397.56045242,172.894775,-0.444185
397.56060248,175.596802,-0.297791
397.56078018,178.796631,-0.460011
397.56082143,179.539368,-1.135242
397.56094332,181.734253,-0.649264
397.56111853,184.88916,-0.244144
397.56133651,188.81427,-0.195268
397.56145277,190.907715,-1.490934
397.5615942,193.454407,-0.344424
397.56165558,194.559631,-0.589683
397.56166762,194.776428,-0.900537
397.56209908,202.545593,-0.294821
397.56216617,203.753662,-0.385245
397.56231947,206.514099,-0.208002
397.56249665,209.704529,-0.107741
397.5625329,210.357239,-0.288182
397.56276402,214.518982,-0.61903
397.56292101,217.345825,-1.112237
397.56322594,222.836609,-0.235407
397.5633445,224.971497,-0.229613
397.56347289,227.283386,-0.146104
397.56359976,229.567871,-0.128365
397.56958757,337.388367,0.220326
397.56970921,339.578735,0.46128
397.56983611,341.86377,0.39273
397.56992996,343.553711,0.481176
397.5701,346.61554,0.51297
397.57022961,348.949402,1.076659
397.57034842,351.088745,0.218432
397.57036625,351.409851,0.402489
397.57039881,351.996094,0.947375
397.5704167,352.318237,1.229168
397.57056115,354.919312,0.566216
397.57067115,356.900085,0.367246
397.5707992,359.205811,0.814973
397.57085806,0.265686,2.0365
397.57097562,2.382568,0.514137
397.57110334,4.682373,0.106448
397.5711134,4.863525,0.228016
397.57112465,5.066101,0.434754
397.57113469,5.246887,0.467399
397.57126605,7.612244,0.130556
397.57131677,8.525513,0.33552
397.57138374,9.731445,0.530359
397.57148787,11.606445,0.3309
397.57149102,11.663208,0.730554
397.57162922,14.151733,0.372209
397.57165514,14.618469,0.60361
397.57177057,16.69696,0.435475
397.57193671,19.688599,0.157316
397.5719551,20.019714,0.456262
397.57217866,24.045288,0.358548
397.57232801,26.734619,0.165371
397.57235364,27.196106,0.376111
397.57235557,27.230835,0.585515
397.57250672,29.952576,0.672791
397.57264045,32.360596,0.411359
397.57275067,34.345276,0.416936
397.5728812,36.695679,0.652758
397.57314322,41.413818,0.241434
397.57317147,41.922485,0.477992
397.57343329,46.637024,0.132854
397.57356805,49.063599,0.119035
397.57385894,54.301514,0.589107
397.57397614,56.411926,0.22572
397.57989852,163.05426,-0.115637
397.57995775,164.120789,-0.428023
397.58016681,167.885254,-0.510767
397.58038749,171.859009,-0.378142
397.58052382,174.313843,-0.22715
397.58054056,174.615295,-0.47647
397.58065915,176.750671,-0.12912
397.58076475,178.652161,-0.252671
397.58083427,179.903992,-0.531949
397.58095756,182.124084,-0.325698
397.58097954,182.519836,-0.527748
398.07616552,337.020264,0.116834
398.0762408,338.375885,0.482703
398.07641127,341.445679,0.491815
398.07652033,343.409607,0.176529
398.07658346,344.546417,0.410766
398.07659577,344.768097,0.524385
398.07673721,347.315125,0.447059
398.07683945,349.156219,0.952225
398.07696851,351.480286,0.31245
398.07700665,352.167114,1.613577
398.07716636,355.043121,0.342492
398.07718568,355.391052,1.158063
398.077299,357.431671,0.630994
398.07741497,359.52002,0.16077
398.07745047,0.159308,0.425286
398.07753406,1.664575,0.49866
398.07757815,2.458536,0.530828
398.07768293,4.345387,0.355412
398.0777725,5.958339,0.486964
398.07780096,6.47084,0.671955
398.07780801,6.597794,0.930363
398.07790636,8.368855,1.793244
398.07802508,10.506733,0.318789
398.0781301,12.397905,2.106473
398.07825761,14.694072,0.291271
398.07829087,15.293009,0.507861
398.07831305,15.69242,0.643233
398.07847402,18.591125,0.566006
398.07871082,22.855356,0.116862
398.07871425,22.917124,0.377212
398.07874723,23.511019,0.456103
398.07885381,25.430283,1.925128
398.07904186,28.816637,0.491883
398.07930588,33.571041,0.812538
398.07943748,35.940857,0.254445
398.07953716,37.735867,1.488358
398.07964095,39.604893,0.118009
398.07985633,43.483398,0.365534
398.08018053,49.321503,0.129291
398.08037093,52.750175,0.236657
398.08066792,58.098293,0.444641
398.08647558,162.681091,-0.3534
398.08665895,165.98317,-0.176665
398.0868055,168.622208,-0.325902
398.08683752,169.198807,-0.449301
398.08711637,174.220276,-0.116323
398.0871883,175.515564,-0.15506
398.08723783,176.407486,-0.479569
398.08733097,178.084732,-0.985237
398.08747091,180.604736,-0.559664
398.08750422,181.204575,-1.313207
398.08775213,185.668869,-0.12137
398.08779523,186.445007,-0.562911
398.08801008,190.313965,-0.371985
398.08817531,193.289383,-0.47993
398.0882015,193.761002,-0.590236
398.08838085,196.990692,-0.715421
398.08858518,200.670212,-0.241791
398.0887721,204.036224,-0.411531
398.08883418,205.154144,-0.615398
398.08917045,211.209595,-0.984843
398.08934826,214.41156,-0.983306
398.0894674,216.556992,-0.256354
398.08985325,223.50528,-0.154778
398.09626415,338.95105,0.441702
398.09641417,341.652588,0.276209
398.09649977,343.194061,0.374321
398.09658757,344.775116,0.450454
398.09660131,345.022552,0.523046
398.09671692,347.104431,0.109476
398.0967565,347.817169,0.364673
398.09678911,348.404419,0.394165
398.09684498,349.410492,0.672303
398.09696008,351.483185,0.453836
398.09704457,353.004669,1.034504
398.09707458,353.545074,1.39129
398.09723321,356.401642,0.389552
398.09729396,357.495605,1.191333
398.09744691,0.249908,0.37122
398.09750592,1.312531,2.089732
398.09771391,5.057953,0.407656
398.09778601,6.356323,0.534031
398.09781813,6.934723,0.683281
398.09795117,9.330475,0.323034
398.09801326,10.448578,0.577175
398.09810398,12.082245,1.148308
398.09821502,14.081818,0.639533
398.09838621,17.164551,0.703624
398.09857567,20.576294,0.366041
398.0986496,21.907623,0.506212
398.09867862,22.430206,0.599082
398.09882025,24.980621,0.404016
398.09893262,27.00415,0.44892
398.09908181,29.690735,0.528133
398.09933947,34.330597,0.288983
398.09940218,35.459869,1.283907
398.09953747,37.896149,0.652331
398.09969357,40.707153,0.253081
398.10001656,46.523468,0.411211
398.10036542,52.805634,0.222873
398.10062071,57.402832,0.314709
398.10652348,163.698364,-0.337491
398.10671462,167.140381,-0.122257
398.1067514,167.802673,-0.298165
398.10698243,171.963013,-0.164916
398.10701621,172.571289,-0.319462
398.10702862,172.7948,-0.425969
398.10703793,172.962463,-0.444871
398.1072445,176.682312,-0.286269
398.10726861,177.116455,-0.355191
398.10736317,178.819275,-0.714286
398.10739076,179.316101,-1.207003
398.10757021,182.547607,-0.457746
398.1076272,183.573853,-0.463529
398.10776113,185.985657,-0.144677
398.1078443,187.483337,-1.18072
398.10797231,189.788513,-0.177064
398.10808908,191.891296,-0.148375
398.10827105,195.168152,-0.286241
398.10844826,198.359314,-0.358005
398.1086136,201.33667,-0.279576
398.10862307,201.507202,-0.310155
398.10876057,203.983276,-0.59954
398.10909952,210.086975,-0.209724
398.10910668,210.215942,-0.386779
398.10930417,213.772278,-0.352379
398.1094775,216.893555,-0.252999
398.10970126,220.922974,-1.037436
398.10987872,224.118652,-0.12694
398.1100346,226.925659,-0.409369
398.11055352,236.270264,-0.423731
398.11617746,337.544678,0.138307
398.11621041,338.138,0.19908
398.11625494,338.93988,0.340557
398.11635004,340.652466,0.508058
398.11646384,342.701721,0.659183
398.11660042,345.161194,0.456689
398.11663342,345.755493,1.162598
398.11675811,348.000854,0.285637
398.11682132,349.139099,1.278819
398.1169551,351.548218,0.446152
398.11701562,352.638,0.482643
398.11710226,354.198242,1.763497
398.11722964,356.492065,0.44322
398.11734802,358.623779,0.264002
398.11737869,359.176086,0.384279
398.11745759,0.596924,1.505729
398.11749716,1.309448,1.647529
398.1176321,3.739441,0.37671
398.1177191,5.306091,0.566688
398.11783285,7.354492,0.44165
398.11791335,8.804138,0.601861
398.11803756,11.040833,0.240317
398.11807959,11.797729,0.416094
398.11810664,12.284851,0.699153
398.11829237,15.629395,0.346937
398.1184135,17.810669,0.195825
398.11844256,18.333984,0.287384
398.11844555,18.387817,1.07737
398.11856265,20.496521,0.335887
398.11859971,21.163879,0.514178
398.11881649,25.067627,0.36743
398.11888205,26.24823,1.780029
398.11904361,29.157532,0.14596
398.11912706,30.660278,0.454184
398.11927849,33.387207,0.568694
398.11938347,35.277649,0.371489
398.11951935,37.724548,0.199026
398.11959684,39.119934,0.394226
398.11963312,39.773254,0.405703
398.11977065,42.249878,0.325255
398.12001522,46.654053,0.151475
398.12019286,49.852905,0.594461
398.12049209,55.241394,0.123257
398.12078707,60.553284,0.118013
398.12110922,66.354492,0.34209
398.12661161,165.440063,-0.109108
398.12666725,166.442017,-0.567256
398.12677375,168.359863,-0.13502
398.1268179,169.154907,-0.212636
398.12688429,170.350403,-0.369708
398.12704564,173.255981,-0.116361
398.12708162,173.90387,-0.285074
398.12715409,175.208923,-0.288587
398.1272229,176.447998,-0.592274
398.12732854,178.350342,-0.467214
398.12734731,178.688354,-1.058828
398.12751271,181.66687,-0.602252
398.12773735,185.712097,-0.117277
398.12774805,185.904785,-0.186162
398.12793829,189.330566,-1.037101
398.12812437,192.681458,-0.158527
398.12816237,193.365723,-0.466588
398.12839069,197.477295,-0.650155
398.12854134,200.190125,-0.300048
398.12866302,202.381348,-0.203505
398.12878615,204.598633,-0.331604
398.12916612,211.440979,-0.138454
398.12930147,213.878357,-0.469529
398.12943167,216.222961,-1.721188
398.12967036,220.52124,-0.211615
398.12978486,222.58313,-0.108398
398.12982074,223.229248,-0.385313
398.13023559,230.699768,-0.152044
398.13048914,235.265625,-0.162701
398.13053036,236.007874,-0.183024
398.54608511,45.869476,0.751331
398.54651641,53.63562,0.249791
398.54658686,54.904175,0.431583
398.55258407,162.89241,-0.158961
398.552644,163.971542,-0.255637
398.5528337,167.387344,-0.273445
398.55308067,171.834396,-0.131564
398.55310713,172.310837,-0.992676
398.55323022,174.527252,-0.145144
398.55324466,174.787262,-0.581476
398.55337971,177.219025,-0.453937
398.55340508,177.675858,-0.558552
398.5534468,178.427078,-0.983739
398.55361762,181.50293,-0.436058
398.5536553,182.181412,-0.453928
398.55377663,184.366135,-0.378316
398.55390757,186.723892,-0.249448
398.55407303,189.703232,-0.170296
398.55413496,190.818375,-0.187336
398.5543792,195.216263,-0.137861
398.55440203,195.62735,-0.250815
398.55458467,198.916031,-0.138323
398.5546078,199.33252,-0.167977
398.55476628,202.186172,-0.592222
398.55495762,205.631531,-0.491628
398.55510375,208.262802,-0.385031
398.55528073,211.449585,-1.008327
398.55552985,215.935333,-0.101086
398.55600252,224.446426,-0.11282
398.55631903,230.14563,-0.319242
398.56230626,337.954163,0.339203
398.5624588,340.700867,0.379153
398.56256877,342.68103,0.20866
398.56264313,344.019958,0.843346
398.56281141,347.050079,0.461724
398.56290927,348.812195,0.485056
398.56301961,350.799011,0.352041
398.56306635,351.640656,0.402106
398.56324115,354.788177,0.576779
398.56326226,355.168274,0.641466
398.56341991,358.006989,0.709864
398.56343897,358.350189,0.882136
398.56355623,0.461627,0.217469
398.563612,1.465844,0.767004
398.56376913,4.295192,1.021439
398.56393768,7.330172,0.489422
398.56401023,8.636538,0.601754
398.56413498,10.882837,0.922245
398.56441667,15.955063,0.544111
398.56452902,17.978083,0.848011
398.56466616,20.447481,0.428947
398.56473806,21.742144,0.431886
398.564776,22.425306,2.173483
398.56490446,24.738409,0.130043
398.56490703,24.784685,0.289574
398.56492428,25.095297,0.342009
398.56493668,25.318577,0.393496
398.56515025,29.164206,0.605485
398.56532648,32.337475,0.149823
398.5653967,33.601887,0.309833
398.56549608,35.391361,0.661675
398.56568475,38.788631,0.302875
398.56571292,39.295872,0.346026
398.56605726,45.496201,0.25666
398.56625172,48.997726,0.795816
398.56649098,53.305939,0.267979
398.5723502,158.809464,-0.182139
398.57258896,163.108673,-0.23873
398.57282748,167.403564,-0.247013
398.57301937,170.85881,-0.365061
398.5731759,173.677353,-0.107612
398.57328277,175.6017,-0.226385
398.57331081,176.106598,-0.393658
398.57339801,177.676758,-0.963047
398.57349208,179.370621,-1.223941
398.57379901,184.897324,-0.80397
398.57395745,187.750259,-0.342497
398.57409807,190.282318,-0.453151
398.57417283,191.628479,-0.952416
398.57446648,196.916061,-0.138289
398.57450698,197.645325,-0.430764
398.57475561,202.122253,-0.142071
398.57482363,203.347061,-0.356217
398.57493886,205.421936,-0.111374
398.5751506,209.234604,-0.127656
398.57528443,211.644409,-0.102229
398.57534065,212.656723,-0.304604
398.57540133,213.749359,-0.871496
398.57562095,217.703934,-0.106286
398.57585705,221.955246,-0.100235
398.57626625,229.323456,-0.293142
398.57677416,238.469101,-0.122396
398.58235081,338.884552,0.370494
398.58253147,342.137573,0.312206
398.58256152,342.67868,0.497554
398.58260942,343.541199,0.554342
398.58270691,345.296631,1.420863
398.5828404,347.700317,0.579106
398.58294628,349.606812,1.2034
398.58307601,351.94281,0.567881
398.5831906,354.006165,0.40919
398.58323152,354.742981,0.545825
398.58335477,356.96225,1.240943
398.58337057,357.246765,1.404374
398.58357088,0.853638,0.504946
398.58361703,1.684631,0.570413
398.58371786,3.500214,1.217517
398.58376288,4.310852,1.39571
398.58398937,8.38913,0.648418
398.5841666,11.580414,0.732637
398.58433567,14.624756,1.01658
398.5844711,17.063354,0.303767
398.58458097,19.041718,0.11704
398.5846084,19.535645,0.505377
398.58463375,19.992096,1.070955
398.58477352,22.50885,0.280535
398.58484781,23.846558,0.383822
398.58486263,24.113403,0.477703
398.58497353,26.110321,0.399627
398.5850398,27.303619,0.436872
398.58518207,29.865387,0.708866
398.58526928,31.43573,0.990023
398.58539135,33.633759,0.300588
398.58553998,36.310059,0.321366
398.58561893,37.731659,0.444614
398.58601788,44.915314,0.277886
398.58603501,45.223755,0.470541
398.58690595,60.906281,0.331093
398.58692878,61.317352,0.473046
398.59267124,164.718445,-0.333689
398.59283354,167.640869,-0.183878
398.59284217,167.796265,-0.506036
398.59301859,170.972961,-0.253493
398.59303912,171.342651,-0.558978
398.59322804,174.744385,-0.540296
398.59336364,177.186096,-0.730017
398.5934532,178.798767,-1.504949
398.59370157,183.270996,-0.2892
398.59372874,183.760254,-0.992069
398.59392704,187.330872,-0.237843
398.59416639,191.640747,-0.173557
398.59428377,193.754333,-1.169282
398.59444816,196.714417,-0.124167
398.59463857,200.143005,-0.140222
398.59477296,202.562866,-0.399046
398.59493911,205.554626,-0.108352
398.59494877,205.728577,-0.800133
398.59505419,207.626831,-0.935443
398.59520906,210.415466,-0.11573
398.59549011,215.476196,-0.393305
398.5956922,219.115112,-0.101153
398.59576846,220.488281,-0.576053
398.59640579,231.964294,-0.207806
398.59707639,244.039368,-0.176655
398.60230925,338.264404,0.242661
398.6024249,340.346863,0.494426
398.6025773,343.091003,0.39645
398.60262197,343.895386,0.434822
398.60269356,345.184448,0.454469
398.6028202,347.464783,0.188886
398.60287,348.361511,0.427149
398.6029725,350.207153,0.868758
398.60309911,352.486938,0.121969
398.60312186,352.896606,0.359415
398.60314615,353.333984,0.402014
398.60325306,355.259033,0.448629
398.60328956,355.91626,1.078613
398.60339667,357.84491,1.786734
398.60353631,0.359375,0.245773
398.6036136,1.751099,0.501383
398.6037084,3.458069,0.523252
398.60376281,4.437805,1.244926
398.60386464,6.271423,0.27607
398.60387825,6.516479,0.304109
398.60404482,9.515808,0.391893
398.6040569,9.733337,0.653965
398.60416875,11.747314,0.243161
398.60422761,12.80719,0.277477
398.60433271,14.699646,0.681532
398.6043689,15.351318,0.959471
398.60453581,18.35675,0.17314
398.60457445,19.052551,0.495349
398.60474189,22.067505,1.186446
398.60480824,23.262268,1.443308
398.60496034,26.001038,0.47172
398.60501981,27.071838,0.613472
398.60521874,30.65387,0.602984
398.60534284,32.888489,0.504465
398.60554945,36.608765,0.326738
398.60566406,38.672485,0.397292
398.60567195,38.814575,0.518351
398.60574871,40.196716,1.131519
398.60592252,43.326416,0.316588
399.03577386,163.935318,-0.424114
399.03603608,168.656693,-0.649773
399.03621913,171.952591,-0.336787
399.03625105,172.527313,-0.384856
399.03641845,175.541428,-0.108445
399.03651037,177.196487,-0.209524
399.03660073,178.823456,-0.346279
399.03663635,179.464798,-1.283991
399.0367804,182.058487,-0.177909
399.03681972,182.766449,-0.673831
399.03724085,190.349075,-0.10071
399.03728467,191.138077,-1.65678
399.03753042,195.562897,-0.178337
399.03759335,196.695984,-0.317487
399.03777527,199.971527,-0.953533
399.03801301,204.252136,-0.115974
399.03804661,204.857117,-0.1838
399.03824095,208.356277,-0.340966
399.03856187,214.134583,-0.110074
399.03871475,216.887253,-0.337841
399.03915833,224.874084,-0.792314
399.03981946,236.778015,-0.332845
399.04006712,241.237213,-0.127241
399.04538651,337.015015,0.144617
399.04546498,338.427917,0.299382
399.04560697,340.984497,0.353501
399.04570055,342.669434,0.521318
399.04582546,344.918488,0.290173
399.0459057,346.363251,0.678651
399.04601062,348.25238,1.773068
399.046141,350.599915,0.277066
399.04623867,352.358521,0.664915
399.04626445,352.822693,1.283752
399.04636547,354.641602,0.114786
399.04638701,355.029449,0.531412
399.04645806,356.308716,0.701024
399.04654813,357.930481,1.78837
399.0467031,0.72077,0.175261
399.04677355,1.989251,0.761354
399.04688792,4.04853,0.412003
399.04694372,5.053232,0.416036
399.04699476,5.972228,0.869694
399.04716907,9.110751,0.469124
399.04723068,10.220064,0.630824
399.04737715,12.857317,1.669746
399.04757238,16.372513,0.536987
399.04769888,18.650198,0.360203
399.04772401,19.102673,0.383577
399.04774661,19.509596,0.45011
399.04786975,21.726782,0.366362
399.04792712,22.759752,0.786961
399.04804031,24.797785,0.327582
399.04817327,27.191784,0.117881
399.04818097,27.330425,1.298705
399.04831435,29.731987,0.305047
399.04836965,30.727686,0.44703
399.04848655,32.83252,0.339289
399.04865435,35.853828,0.279226
399.0486989,36.655968,0.337348
399.04887702,39.863091,0.346275
399.04890592,40.38345,0.43124
399.04915617,44.889301,0.502343
399.04953803,51.764847,0.647366
399.05579091,164.350525,-0.785674
399.05592893,166.835632,-0.123164
399.0560011,168.135071,-0.201379
399.05601821,168.443146,-0.280513
399.05617935,171.344543,-0.139879
399.05619311,171.5923,-0.213996
399.05624836,172.587097,-0.254011
399.05638217,174.996399,-0.124704
399.0564518,176.250122,-0.855264
399.05664268,179.686996,-0.257428
399.0566713,180.202301,-0.411661
399.05697081,185.595108,-0.272935
399.05701577,186.404633,-0.990426
399.05714891,188.801865,-0.451911
399.05721863,190.057205,-1.049511
399.05745882,194.381927,-0.52761
399.05806585,205.311752,-0.91648
399.0581742,207.262634,-0.227908
399.05828151,209.194794,-0.188404
399.05873397,217.341522,-0.118466
399.05913405,224.545135,-0.121774
399.05913993,224.651001,-0.58482
399.05942195,229.728882,-0.372879
399.05996635,239.531036,-0.290684
399.06543835,338.056641,0.116061
399.06544281,338.136932,0.292098
399.06560097,340.98468,0.273251
399.06569275,342.637207,0.367005
399.0656972,342.717346,0.374446
399.0658271,345.056244,0.609259
399.06600652,348.286774,0.4097
399.06608947,349.780334,0.504862
399.06621932,352.118317,0.412245
399.06622276,352.180267,0.694974
399.06629243,353.434692,0.972695
399.06642685,355.85498,1.030443
399.06657893,358.593262,0.42643
399.0666188,359.311127,0.744965
399.06664343,359.754608,0.901937
399.06679101,2.411835,0.325522
399.06680575,2.677246,1.183289
399.06692441,4.813751,0.655173
399.06703481,6.801544,1.114722
399.06721072,9.968903,1.423954
399.06733585,12.221893,0.313714
399.0674102,13.560608,0.383868
399.06745136,14.301697,1.273597
399.06755182,16.110535,0.294407
399.06768412,18.492645,0.298198
399.06773662,19.437927,1.356791
399.06786846,21.811768,0.531856
399.06791095,22.576813,1.327571
399.06804743,25.03421,0.998522
399.06816668,27.181335,0.465206
399.06818973,27.596375,0.563924
399.06845097,32.30011,0.138072
399.06846966,32.636627,1.08334
399.06861241,35.206879,0.52745
399.0687468,37.626648,0.181103
399.06874903,37.666779,0.395073
399.06892351,40.80838,0.160607
399.06901067,42.377716,0.48564
399.06939425,49.284241,0.234195
399.06954041,51.915924,0.432158
399.0697808,56.244232,0.126342
399.07014293,62.764526,0.17191
399.07028132,65.256317,0.246015
399.07570811,162.967896,-0.202115
399.07575332,163.781921,-0.361997
399.07594256,167.18927,-0.316248
399.07605972,169.298767,-0.884551
399.07627166,173.114807,-0.293912
399.07635441,174.604797,-0.336503
399.07641783,175.746704,-0.872366
399.07663677,179.688782,-0.852602
399.07679592,182.554382,-0.172016
399.07689701,184.374512,-0.400098
399.07703811,186.9151,-0.51432
399.07718575,189.573425,-1.169011
399.07730782,191.771301,-0.557669
399.07737811,193.036926,-1.011208
399.07773687,199.496521,-0.441045
399.07800679,204.356567,-0.102985
399.07814127,206.777954,-0.140525
399.07817367,207.361328,-0.474886
399.07837812,211.042542,-0.157478
399.07839435,211.334717,-0.319051
399.07871014,217.020691,-0.174274
399.07905314,223.196533,-0.101478
399.07945341,230.403564,-0.185289
399.08541616,337.76532,0.266421
399.08547545,338.832825,0.417366
399.08558915,340.880066,0.347112
399.08564479,341.881897,0.409369
399.08573486,343.503662,0.484496
399.08587574,346.040222,0.428169
399.08590884,346.63623,0.850136
399.0860194,348.626892,0.397791
399.08617267,351.386597,0.397065
399.08625109,352.798584,1.153305
399.08640049,355.488586,0.368187
399.08652942,357.809998,0.814281
399.08654744,358.13446,1.919597
399.08666255,0.207092,0.382986
399.08677562,2.24292,0.475952
399.08680181,2.714539,0.515311
399.08689964,4.475952,0.646515
399.08690436,4.560974,0.792907
399.08704391,7.073608,0.213797
399.08704512,7.095398,0.354406
399.08709811,8.0495,0.475637
399.08721286,10.115662,0.181279
399.08721414,10.138672,0.324907
399.08729496,11.593872,0.962295
399.08739245,13.349243,0.973835
399.08744102,14.223755,1.79418
