time[s],angle[deg],amplitude[mV]
553.21660235,11.233337,91.731064
553.21683126,15.352722,40.39275
553.21690138,16.614563,2.227953
553.21705833,19.438995,76.740692
553.21713377,20.7966,7.612689
553.21717971,21.623322,5.215157
553.21724623,22.820374,24.138817
553.21737497,25.137146,4.832324
553.2174069,25.711761,100.362343
553.21761008,29.368103,2.400177
553.2176487,30.06311,99.276558
553.21774686,31.829559,10.507894
553.21781636,33.080261,0.101328
553.21786046,33.873871,41.47715
553.21807222,37.684631,75.893486
553.21831506,42.054718,105.997238
553.21851088,45.578613,3.126713
553.2185714,46.667725,130.174042
553.21863311,47.778229,5.829078
553.21884715,51.630035,99.224426
553.21909022,56.004242,9.822201
553.21926821,59.207306,14.923028
553.21935057,60.689423,128.785416
553.21959492,65.08667,5.450746
553.22005727,73.406952,131.264053
553.22046582,80.759094,14.640937
553.22104137,91.116516,0.386497
553.22568052,174.601196,-20.08143
553.2257303,175.497009,-24.9538
553.22586982,178.007751,-19.342827
553.22593159,179.119385,-65.136063
553.22608305,181.844971,-28.571564
553.22615416,183.124634,-52.989311
553.22629231,185.610779,-84.71862
553.22651322,189.586182,-8.97211
553.22654541,190.165466,-45.205044
553.22661809,191.473389,-12.31246
553.22667149,192.434387,-56.238335
553.22684055,195.476685,-5.107331
553.22685914,195.811279,-24.548393
553.22694882,197.42511,-18.639471
553.22702947,198.876465,-128.541504
553.22721422,202.201172,-24.205942
553.2272877,203.523499,-6.082016
553.22732472,204.189697,-90.110497
553.22751215,207.562622,-19.310446
553.22759307,209.018799,-53.178387
553.22771721,211.252808,-4.373631
553.2277548,211.92926,-65.095779
553.22785849,213.795227,-32.812904
553.22786515,213.9151,-38.721905
553.22800882,216.500549,-17.740206
553.22814156,218.889282,-88.201775
553.22829149,221.587341,-26.664026
553.22837896,223.161438,-8.671021
553.22851865,225.675293,-88.274063
553.22859787,227.100891,-9.453526
553.2286519,228.073181,-4.6277
553.2287474,229.791748,-43.354912
553.22881795,231.06134,-7.35868
553.22889046,232.366211,-58.967781
553.22904851,235.210449,-93.055519
553.22925776,238.976074,-13.185906
553.22939771,241.494568,-33.143135
553.22959932,245.122681,-112.36618
553.22982414,249.168457,-5.649029
553.23005745,253.367004,-8.905599
553.23008727,253.903625,-69.44886
553.23037966,259.165405,-41.691463
553.23058622,262.882568,-105.762833
553.23588286,358.199219,59.249786
553.23601965,0.660889,81.540207
553.23607846,1.719177,82.084969
553.23620801,4.050537,68.623161
553.23628769,5.484436,3.811158
553.23636766,6.923523,10.781941
553.2364351,8.137146,173.732346
553.23681244,14.927673,84.774834
553.23682981,15.240234,91.765572
553.23688254,16.189148,2.477678
553.23695941,17.57251,9.236236
553.2370234,18.72406,0.715557
553.23723359,22.506531,134.463104
553.23729265,23.569397,1.549751
553.2373415,24.448486,22.665852
553.23738469,25.225708,1.025235
553.23738516,25.234131,9.811738
553.2374561,26.510742,60.029732
553.23771166,31.109741,79.688004
553.23791899,34.840759,225.621552
553.23797067,35.770813,3.892073
553.67814598,38.621185,6.75753
553.67821277,39.823151,33.653652
553.67831866,41.72879,3.878508
553.6784725,44.497375,28.838095
553.67851161,45.201202,94.717171
553.67869987,48.589233,44.422245
553.6788306,50.941895,76.912354
553.67893318,52.787964,55.131699
553.6790902,55.61377,3.522944
553.67920076,57.603455,6.857804
553.67925097,58.50705,109.44709
553.6793302,59.932922,42.539631
553.6794409,61.92514,2.548364
553.67975242,67.531372,129.921936
553.6802165,75.883179,22.169905
553.68049771,80.943939,5.541907
553.6807107,84.777008,24.496462
553.68577192,175.860977,-11.887068
553.68593832,178.855591,-34.510128
553.68599732,179.917374,-35.347931
553.68612268,182.173416,-39.058403
553.68618595,183.312057,-19.96909
553.68635476,186.350037,-108.926491
553.68654127,189.706543,-59.523064
553.68667593,192.129944,-43.368786
553.68683476,194.988327,-21.013916
553.68691601,196.450531,-11.131137
553.68696743,197.375916,-43.372112
553.6870291,198.485748,-64.345192
553.68720371,201.628113,-88.775238
553.68733828,204.049896,-12.804036
553.68734822,204.228775,-33.163845
553.68743403,205.773056,-24.863514
553.68754812,207.826263,-13.120382
553.68763257,209.346069,-22.351585
553.68771212,210.777679,-8.426636
553.68772201,210.955673,-27.766968
553.68782027,212.723999,-56.220577
553.687944,214.950699,-4.841412
553.68797663,215.537918,-37.584789
553.68810593,217.864868,-35.554268
553.68815695,218.783051,-86.946724
553.68839385,223.046402,-33.146427
553.68854052,225.685944,-85.012833
553.68872047,228.924408,-10.617315
553.68882226,230.756256,-33.978355
553.68889947,232.145767,-91.225655
553.6890994,235.74379,-18.80945
553.68915747,236.788849,-28.854523
553.68926463,238.717346,-56.822281
553.68935892,240.41423,-92.053322
553.68946703,242.359833,-14.455533
553.68963537,245.389343,-5.049772
553.68970786,246.693909,-14.401637
553.68985665,249.371613,-30.982086
553.69003755,252.627167,-26.799149
553.69015808,254.796265,-24.113161
553.69057515,262.302063,-37.407909
553.69093286,268.739563,-119.684677
553.6960172,0.239602,132.333481
553.69628605,5.077947,175.52478
553.69639061,6.959655,74.567802
553.69658965,10.541667,2.416872
553.69663572,11.370764,101.452164
553.69669972,12.522536,16.341417
553.69683611,14.977071,11.923704
553.6969281,16.632565,2.281138
553.69700268,17.974739,193.292603
553.69711925,20.072584,16.376175
553.69731866,23.661257,51.939396
553.69736197,24.440681,0.224963
553.69740787,25.266718,8.239972
553.69758287,28.416096,9.819919
553.69765788,29.76601,57.605988
553.69773978,31.23992,11.877012
553.69778785,32.105007,62.20657
553.69797476,35.468723,104.888519
553.69810338,37.783428,2.943825
553.69828952,41.133286,190.675201
553.69863306,47.315784,126.996788
553.69874915,49.404991,4.490423
553.69881221,50.539848,0.789638
553.69886171,51.430672,8.324605
553.69894962,53.012737,123.275352
553.69914795,56.581974,10.890128
553.69919977,57.514549,3.519309
553.69928622,59.070343,17.795954
553.69943433,61.735794,3.631603
553.69965878,65.775101,3.931683
553.69966221,65.836823,82.627174
553.69971482,66.783615,1.207285
553.69979396,68.207855,5.320808
553.69986545,69.494423,76.186989
553.69996017,71.199043,2.731937
553.70053771,81.592712,22.964436
553.70070163,84.542686,27.699869
553.70588425,177.811432,-52.271324
553.70607168,181.184494,-11.941598
553.70621141,183.699142,-45.805183
553.70630508,185.384872,-92.797226
553.7064267,187.573593,-99.539078
553.70650501,188.982895,-6.059379
553.70665806,191.737259,-122.657806
553.7067931,194.167496,-82.871765
553.70685498,195.281113,-3.638944
553.70694492,196.899719,-35.291492
553.70706487,199.058395,-73.194221
553.70717152,200.977707,-39.018936
553.70732571,203.752579,-46.843651
553.7075092,207.054749,-96.827515
553.70778893,212.088898,-46.893169
553.70785558,213.288361,-63.002499
553.7079801,215.529282,-94.898499
553.70815898,218.748474,-26.41452
553.70829676,221.228027,-80.997124
553.70839691,223.03038,-0.645528
553.70850495,224.974716,-36.302822
553.70868402,228.197342,-1.906637
553.70876458,229.647125,-122.675362
553.7089061,232.193985,-11.458028
553.70895697,233.109467,-130.750992
553.7092522,238.422562,-4.11656
553.70932802,239.787048,-99.538849
553.70961835,245.011948,-75.334618
553.70975633,247.495102,-6.853616
553.7100589,252.940292,-44.687527
553.71010723,253.810059,-39.56768
553.71022886,255.998962,-37.632683
553.71065153,263.60553,-20.15107
553.7158542,357.235077,37.48209
553.71598238,359.54187,40.613285
553.71613482,2.285248,26.383289
553.71631166,5.467743,98.46244
553.71640516,7.150421,3.680429
553.7165562,9.868591,9.826355
553.71664966,11.550537,30.132612
553.71671713,12.764771,13.32315
553.7167732,13.773834,1.307738
553.71680898,14.417725,200.485825
553.71708291,19.347504,46.057178
553.71725952,22.525848,35.690125
553.71734518,24.067413,13.36244
553.71741051,25.243134,113.808662
553.7175595,27.924438,4.483538
553.71764088,29.388977,79.969215
553.71784703,33.098938,73.450096
553.7179296,34.5849,7.496023
553.7181212,38.03302,18.255894
553.71818801,39.235382,86.917137
553.71830858,41.405212,27.194674
553.71859078,46.483795,4.739058
553.71864765,47.507263,283.845825
553.7187965,50.186035,5.919088
553.7189383,52.737915,12.041452
553.71899185,53.70163,4.75545
553.71927025,58.711853,175.878357
553.7195448,63.652771,11.447077
553.71954877,63.724213,15.359506
553.71983193,68.820099,42.035278
553.72011794,73.967255,0.954463
553.72065245,83.586517,7.548958
553.7208101,86.423676,171.059845
553.72555489,171.813049,-35.777569
553.72576037,175.510925,-44.704926
553.72587587,177.589539,-25.033159
553.72593862,178.718811,-35.08287
553.72602712,180.311462,-105.969566
553.72613221,182.202759,-32.331383
553.72622882,183.941345,-80.722565
553.72636131,186.325745,-56.21455
553.72644601,187.850037,-25.847347
553.72661995,190.980347,-86.36879
553.72683045,194.768555,-114.865044
553.72694264,196.787598,-90.150467
553.72713799,200.303223,-8.140902
553.72717239,200.922302,-145.239609
553.72727355,202.742798,-39.048119
553.72738736,204.790955,-54.081284
553.72748815,206.604858,-41.436691
553.72758097,208.275269,-52.203243
553.7277333,211.016663,-35.019196
553.72788555,213.756592,-40.939278
553.7280456,216.636963,-173.603958
553.72824232,220.177185,-37.244637
553.72836471,222.379822,-50.873463
553.72852835,225.324707,-14.304947
553.72859085,226.449524,-47.650257
553.72871294,228.646667,-9.793257
553.72873645,229.069763,-85.278412
553.72878115,229.874207,-3.494381
553.7288848,231.739563,-50.90456
553.7290978,235.572815,-78.261063
553.72921659,237.710632,-2.922955
553.72929285,239.083008,-95.498627
553.7295202,243.1745,-43.324181
553.72963459,245.233093,-16.372877
553.72990932,250.177307,-35.568249
553.72998,251.44928,-16.075468
553.73021252,255.633789,-104.088974
553.7309731,269.321533,-39.819057
553.73141725,277.314636,-1.752684
553.7357683,355.618103,13.086203
553.73590655,358.106079,8.599716
553.73593529,358.623352,56.818264
553.73606904,1.030334,47.125313
553.7362158,3.671509,115.658669
553.73639502,6.896851,63.53455
553.73648159,8.454773,4.494965
553.73649512,8.698303,37.425663
553.73659056,10.415833,97.629967
553.73668332,12.085205,9.644821
553.73676286,13.516663,1.527172
553.73698611,17.534363,173.186279
553.73713234,20.165955,13.299647
553.73717967,21.017761,6.028505
553.73732855,23.697021,44.221146
553.7374612,26.08429,82.338493
553.73763464,29.205566,29.371239
553.73774945,31.271729,14.551347
553.73785896,33.242554,101.404678
553.73798747,35.555298,2.459754
554.14711357,38.633209,3.544299
554.14715045,39.296936,216.465225
554.1472703,41.453918,55.723373
554.1474929,45.460083,59.491474
554.1475971,47.335388,81.482246
554.1478421,51.74469,10.195278
554.14792306,53.201752,17.207485
554.14812463,56.829437,75.590996
554.14818675,57.947418,2.623166
554.14828432,59.70343,6.130761
554.14840458,61.867767,4.359528
554.1484485,62.658203,120.763283
554.14862701,65.87088,16.874941
554.14873362,67.789551,26.903101
554.1489833,72.283081,87.477837
554.14917817,75.790222,52.494213
554.1494123,80.003876,1.138234
554.14964043,84.109589,68.081932
554.15472281,175.578156,-38.85458
554.15494735,179.619247,-64.318298
554.15503533,181.202637,-63.549095
554.1551216,182.755249,-30.701595
554.15533448,186.586502,-143.618698
554.15549576,189.48909,-13.896329
554.15557238,190.868027,-65.1717
554.15565653,192.382492,-41.087063
554.15585278,195.914444,-66.979958
554.15598396,198.275314,-29.614815
554.15607551,199.922958,-51.120319
554.15621908,202.506821,-116.730484
554.15630276,204.012817,-2.556056
554.15639383,205.651825,-45.7411
554.15644212,206.520905,-33.615696
554.15654553,208.382004,-23.09342
554.15660771,209.501068,-18.570749
554.1567908,212.796173,-122.562408
554.1569582,215.808899,-10.523664
554.15703381,217.169662,-42.322876
554.15733807,222.645493,-48.209148
554.1574253,224.215393,-100.61557
554.15755555,226.559525,-39.022205
554.15761041,227.546844,-20.184864
554.15786672,232.159698,-16.959606
554.15789501,232.668854,-22.874018
554.1579058,232.863037,-26.921282
554.15805475,235.543716,-80.153923
554.15817998,237.797516,-60.806767
554.15826387,239.307281,-7.07119
554.15849683,243.499908,-129.338837
554.15874497,247.965744,-13.942472
554.15900901,252.717712,-24.724859
554.15908397,254.066788,-29.562275
554.15952245,261.958191,-96.314163
554.15965851,264.406891,-10.419281
554.16487886,358.358521,76.153809
554.16505646,1.554837,7.144273
554.16514493,3.147048,5.767006
554.16529735,5.890181,211.62088
554.16554021,10.260979,3.773485
554.16557892,10.95765,171.268311
554.16584651,15.773519,5.097176
554.16594337,17.516726,72.406235
554.16599963,18.529249,1.511063
554.16601161,18.744854,5.994697
554.16617278,21.645462,69.994614
554.166263,23.269169,48.985775
554.16631917,24.280071,14.13704
554.16641428,25.991783,131.502106
554.1665359,28.180603,13.100765
554.16660928,29.501236,21.697958
554.16675508,32.125225,24.202415
554.1668402,33.657146,1.502122
554.16703956,37.245068,150.882111
554.16721185,40.345802,0.824714
554.16721947,40.482944,6.541353
554.16737696,43.317322,3.132435
554.1674104,43.919147,71.051758
554.16757463,46.874825,17.276896
554.16772911,49.655033,0.878026
554.16775696,50.156254,41.507187
554.16783652,51.588108,39.080734
554.16791412,52.984692,5.622425
554.16795698,53.75605,63.996628
554.16817275,57.639305,23.077271
554.16830842,60.080986,3.563303
554.16857308,64.844124,221.768341
554.1689382,71.415253,8.401697
554.16906722,73.737251,1.525554
554.16933757,78.602791,24.214966
554.16965883,84.384575,5.128506
554.17015093,93.24099,7.44396
554.17485698,177.936676,-10.603264
554.17490867,178.866943,-75.640724
554.17503815,181.19722,-96.838089
554.17521226,184.330719,-135.023361
554.17538486,187.437027,-11.889521
554.17549183,189.362198,-77.500313
554.17559172,191.159927,-75.110229
554.17564318,192.08606,-6.522193
554.17578878,194.706451,-98.196213
554.17593091,197.264404,-60.588333
554.17599737,198.460495,-18.849453
554.17601868,198.844009,-43.130867
554.17612436,200.745956,-16.391632
554.17614808,201.172852,-31.203236
554.17624483,202.914078,-40.677185
554.17635583,204.911758,-4.792384
554.17638516,205.439621,-7.951595
554.17640738,205.839523,-94.908974
554.17646997,206.965958,-76.938904
554.17659802,209.270508,-2.919128
554.17660306,209.361206,-3.55506
554.17662098,209.683716,-40.379456
554.17669848,211.078506,-9.072021
554.17683268,213.493729,-9.229109
554.17691126,214.907944,-68.354134
554.17710112,218.32489,-13.890723
554.17718393,219.815247,-49.805305
554.17732183,222.297058,-53.250496
554.17735813,222.950348,-56.017162
554.17744231,224.465347,-107.617065
554.17756191,226.617813,-10.681281
554.17761031,227.488876,-27.749859
554.17776892,230.343414,-62.450733
554.17791123,232.904602,-20.940077
554.17799626,234.434906,-142.270996
554.1783192,240.246918,-49.788475
554.17847788,243.102707,-44.742912
554.17872996,247.639435,-66.749855
554.17878287,248.591675,-12.889982
554.17883728,249.570892,-8.910256
554.17924845,256.970795,-51.384666
554.17934552,258.717804,-4.372789
554.17941287,259.929901,-38.798012
554.18003623,271.148621,-15.004487
554.18491635,358.977081,115.6679
554.18511396,2.533508,17.684061
554.18515393,3.252869,57.356712
554.1852431,4.857666,7.703714
554.1855197,9.835693,102.230164
554.18583116,15.441101,90.417557
554.18588142,16.345642,9.74652
554.18605995,19.558685,120.230278
554.18625172,23.01001,2.977272
554.18632711,24.366791,13.077538
554.18641943,26.02829,102.476181
554.18652317,27.895325,18.694063
554.186692,30.933807,85.816978
554.18682786,33.378906,10.547114
554.1869083,34.826599,6.677398
554.18697825,36.08551,204.364655
554.1872523,41.017639,53.090561
554.18742322,44.093719,12.745035
554.1876106,47.466034,150.856644
554.18768376,48.782684,11.081197
554.18780682,50.997437,84.720535
554.18805872,55.530914,0.940071
554.18823273,58.662598,74.256287
554.18831501,60.143433,8.543677
554.18855353,64.436096,87.960281
554.18882255,69.27771,7.636147
554.18914196,75.026184,7.457856
554.18922817,76.577728,115.929062
554.18946896,80.911285,6.999412
554.19488671,178.415588,-34.708805
554.19503256,181.040466,-84.495819
554.19516965,183.50769,-56.257866
554.19529795,185.816711,-36.909168
554.19538477,187.379272,-59.177998
554.19545019,188.556641,-41.553982
554.19554502,190.263306,-9.208139
554.19565257,192.198914,-84.218849
554.1957553,194.047729,-39.893837
554.19580997,195.031677,-1.915765
554.19582822,195.360107,-63.260674
554.19596074,197.745117,-28.520958
554.19600266,198.499512,-50.138859
554.19615152,201.178589,-13.373157
554.19618975,201.866638,-83.987961
554.1963064,203.966003,-89.334251
554.19656322,208.588013,-24.079344
554.19680514,212.941895,-59.722179
554.19691597,214.936523,-49.267372
554.19701496,216.718079,-11.681816
554.19711631,218.542114,-36.61581
554.19715277,219.198303,-45.7355
554.19727897,221.469543,-35.033112
554.19758351,226.950378,-71.625404
554.19771954,229.39856,-136.871353
554.19794517,233.459229,-75.33342
554.1981151,236.517517,-12.599653
554.19821941,238.394836,-100.900009
554.19836422,241.000977,-95.5448
554.19868616,246.794983,-10.829889
554.19877991,248.482239,-118.094063
554.1989648,251.809753,-6.614028
554.19923674,256.703918,-64.33947
554.19946691,260.846313,-36.177952
554.19990872,268.797668,-9.912188
554.20039374,277.526611,-20.015856
554.2047186,355.362,2.651431
554.20487426,358.163391,57.047089
554.2050114,0.631531,40.695255
554.20534209,6.583069,234.144379
554.20563782,11.905334,3.897053
554.205761,14.122253,0.220286
554.20579684,14.767273,124.499969
554.20583855,15.517944,0.6317
554.2059853,18.158997,26.592031
554.20605669,19.443848,12.237228
554.2061292,20.74884,38.77417
554.20622409,22.456543,110.521019
554.2063974,25.575684,11.329246
554.20644049,26.351135,8.582918
554.20661532,29.49762,50.607063
554.20667676,30.603333,44.861645
554.2067768,32.403809,7.620184
554.20689536,34.537537,6.148665
554.20690349,34.683838,155.14212
554.63107816,37.975464,6.368122
554.63109856,38.34259,44.883739
554.6312605,41.257141,17.311356
554.63138865,43.563538,239.547989
554.63157252,46.872742,11.981271
554.63176301,50.301117,10.016029
554.63177848,50.579529,33.670738
554.6318892,52.572235,39.615547
554.63206725,55.776703,4.063914
554.63209733,56.318085,96.38694
554.63247892,63.185791,19.103659
554.63267922,66.79071,4.27154
554.63275647,68.18103,56.799644
554.63302623,73.036072,10.493756
554.63313262,74.950836,43.481823
554.63338398,79.474701,1.107287
554.63353053,82.112274,83.486801
554.63883606,177.599152,-16.376438
554.63893017,179.292908,-92.809219
554.6390966,182.288254,-84.780655
554.63923688,184.812958,-29.624376
554.63928258,185.635437,-0.911103
554.63928353,185.652542,-10.01965
554.63941248,187.973328,-35.526878
554.63945331,188.708176,-1.324809
554.63948617,189.299576,-9.302651
554.63951961,189.901413,-125.328896
554.63965132,192.271881,-3.890191
554.63977965,194.581512,-105.653793
554.64009693,200.291809,-51.708393
554.64038617,205.497437,-103.303001
554.64054918,208.431229,-20.698887
554.64068641,210.901031,-34.703857
554.64090595,214.852234,-44.199558
554.6409779,216.147156,-119.405746
554.64107651,217.921906,-4.468283
554.6411526,219.291351,-71.83786
554.64125488,221.132141,-86.384193
554.64134662,222.783249,-38.497417
554.64142443,224.18364,-9.245068
554.64147303,225.058319,-12.828709
554.6416758,228.707703,-68.096268
554.6418509,231.859085,-39.03587
554.64187441,232.282196,-59.180759
554.64204868,235.41864,-15.736906
554.64212131,236.725815,-15.494596
554.64212846,236.854492,-47.670757
554.64228038,239.588684,-56.475094
554.64242707,242.22876,-164.015152
554.64258711,245.1091,-22.407448
554.64265085,246.256271,-34.182152
554.64299016,252.363037,-3.893853
554.64305012,253.442169,-17.692745
554.64321066,256.331512,-14.39576
554.64365477,264.324432,-39.861427
554.64886317,358.063202,116.771454
554.64910163,2.354928,2.124676
554.64917242,3.628979,7.298094
554.64927981,5.561743,126.409546
554.6494892,9.330263,42.764908
554.64958153,10.991983,6.848473
554.64959333,11.204355,45.452427
554.64974787,13.985706,19.81794
554.649835,15.553839,104.905525
554.64990965,16.89736,9.131078
554.65000236,18.56592,101.12175
554.65015191,21.257463,12.510521
554.65028712,23.69092,110.573883
554.65039647,25.65896,46.484005
554.65044335,26.502687,13.860931
554.65056251,28.647284,11.192126
554.6506148,29.588379,86.402184
554.65081277,33.151367,23.711803
554.65107223,37.82103,198.669312
554.65117586,39.686123,27.464239
554.6513206,42.291096,13.241903
554.65163495,47.948647,295.672485
554.65196237,53.841427,76.950867
554.65203741,55.191967,14.065299
554.65225971,59.192837,9.56203
554.65234087,60.653522,110.854767
554.65256712,64.725487,77.790558
554.65274251,67.882088,2.882781
554.6528514,69.841843,0.838777
554.65299941,72.505669,107.880249
554.65347841,81.126534,15.199843
554.65431857,96.247406,2.274123
554.65883862,177.597534,-16.951717
554.658944,179.49411,-88.519867
554.65911463,182.565048,-86.39856
554.65927816,185.508194,-88.232155
554.65933871,186.597961,-12.110731
554.65945643,188.716629,-42.777939
554.65950585,189.606079,-62.458416
554.65957621,190.872391,-20.470661
554.65971391,193.350662,-78.508537
554.65987848,196.312531,-60.843067
554.6600852,200.03299,-14.27667
554.66013306,200.894363,-53.297916
554.66029273,203.768036,-34.164345
554.66052265,207.906052,-50.626854
554.66058377,209.006058,-78.873573
554.66085252,213.842926,-24.759375
554.66088656,214.455566,-25.340578
554.66093816,215.384247,-64.347717
554.6610347,217.121735,-87.75296
554.66122808,220.602112,-27.250353
554.66127897,221.518005,-47.339851
554.66143606,224.345245,-5.530277
554.66148565,225.237747,-3.719146
554.6615623,226.617279,-36.361629
554.6617286,229.610275,-33.120136
554.6618212,231.276855,-167.752487
554.66197661,234.073868,-16.098827
554.66213845,236.986603,-7.558654
554.66216316,237.43132,-49.249557
554.66238951,241.505081,-61.332108
554.66257442,244.833023,-20.4557
554.66261552,245.572723,-29.670555
554.66293151,251.259781,-80.951912
554.66325038,256.998688,-44.159927
554.66349245,261.355377,-4.638183
554.66370736,265.223236,-21.475874
554.66383356,267.494537,-28.004047
554.66885445,357.858582,103.552956
554.66911303,2.51239,63.779266
554.66926311,5.213501,2.645659
554.66933683,6.540283,144.385544
554.6694638,8.825439,20.144796
554.66953907,10.180115,9.367329
554.66970016,13.079346,67.726921
554.669762,14.192322,16.03266
554.6700029,18.527954,161.550781
554.67011126,20.478149,5.76224
554.67033017,24.41803,142.502731
554.67067845,30.686218,110.277267
554.67081175,33.085327,15.963185
554.67099097,36.310852,118.317703
554.67108828,38.062195,13.587349
554.6713971,43.620209,171.241806
554.67152991,46.010468,110.801376
554.67188197,52.34671,112.632637
554.67200368,54.537201,1.155598
554.6722668,59.272736,16.654335
554.67238947,61.480499,26.752085
554.67275682,68.091949,139.543594
554.67363251,83.852264,98.722038
554.67879876,176.832458,-16.912275
554.67880797,176.99823,-23.910166
554.67886872,178.091553,-69.982155
554.67896171,179.765137,-42.815517
554.67903744,181.128113,-44.184635
554.67925034,184.959839,-8.214102
554.67928954,185.665344,-180.18187
554.67934799,186.717285,-1.700607
554.6794288,188.171692,-18.997173
554.6795112,189.654663,-12.477472
554.67957365,190.778625,-57.366329
554.6796703,192.518066,-70.754265
554.6798509,195.768433,-85.843437
554.67994636,197.486511,-4.486889
554.68001985,198.809143,-4.57711
554.68004041,199.179199,-28.304304
554.68010126,200.274353,-3.07021
554.68021992,202.409912,-44.736191
554.68034965,204.744751,-22.332237
554.68041246,205.875183,-87.485283
554.680522,207.84668,-66.196274
554.68075609,212.059692,-59.265358
554.6808565,213.866882,-27.001633
554.68101571,216.732239,-5.121579
554.68107185,217.742676,-34.252853
554.68122071,220.421753,-10.611638
554.68132794,222.351685,-100.895355
554.68141386,223.89801,-41.20332
554.68165051,228.157166,-71.098717
554.68179876,230.825317,-42.323193
554.681875,232.197449,-67.282181
